interval,numdestroyed,nummigrations,energy,energytotalinterval,energypercontainerinterval,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
11,0,3,"[1425.0, 735.0, 1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1205.625,[],0.0,[],0.0,0,0.0,[]
12,4,6,"[1424.5457930007447, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19949.545793000747,1246.8466120625467,"[2712.917138591452, 2525.8113633064268, 2560.2214859104974, 2426.7929413149604]",2556.4357322808337,"[0.32659616, 1.16154148, 0.21353050666666668, 0.4831831199999999]",0.5462128166666667,0,0.0,"[1, 1, 1, 1]"
13,1,4,"[1425.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19260.0,1203.75,[2892.3599156338087],2892.3599156338087,[0.9607713466666666],0.9607713466666666,0,0.0,[1]
14,2,3,"[1425.0, 735.0, 735.0, 1425.0, 735.0, 735.0, 1424.5457930007447, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",17879.545793000747,1191.969719533383,"[3078.1422941006763, 2795.7974987212096]",2936.969896410943,"[0.03554600000000001, 1.64332674]",0.83943637,0,0.0,"[1, 1]"
15,1,4,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 735.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18570.0,1160.625,[3235.1235245896014],3235.1235245896014,[0.3980387666666667],0.3980387666666667,0,0.0,[1]
16,0,2,"[1424.5457930007447, 735.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1514.4713328369323, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18569.017125837676,1160.5635703648547,[],0.0,[],0.0,0,0.0,[]
17,1,4,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",18600.0,1162.5,[4507.588547585812],4507.588547585812,[0.86067036],0.86067036,0,0.0,[1]
18,1,2,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",18600.0,1162.5,[4192.434448906974],4192.434448906974,[0.13086216],0.13086216,0,0.0,[1]
19,0,0,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",18600.0,1162.5,[],0.0,[],0.0,0,0.0,[]
20,1,2,"[1425.0, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",17910.0,1119.375,[3822.3596805343964],3822.3596805343964,[0.6716464],0.6716464,0,0.0,[4]
21,0,1,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",18600.0,1162.5,[],0.0,[],0.0,0,0.0,[]
22,2,4,"[1425.0, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",17910.0,1194.0,"[5785.446969588705, 5457.10326761629]",5621.275118602498,"[0.46941175999999996, 1.56866764]",1.0190397,0,0.0,"[1, 1]"
23,2,6,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",17910.0,1194.0,"[1431.7292192101177, 2415.3665487737185]",1923.547883991918,"[0.16106112, 0.41160063999999996]",0.28633087999999995,0,0.0,"[12, 9]"
24,2,3,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1424.5457930007447, 795.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",17849.545793000747,1274.9675566429105,"[2004.2991910348237, 3399.0895240872533]",2701.6943575610385,"[0.15854412, 1.6328408399999998]",0.8956924799999999,1,50.0,"[11, 7]"
25,2,5,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1424.5457930007447, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18599.545793000747,1239.969719533383,"[3788.2318099212293, 4245.717167283469]",4016.974488602349,"[0.07381968, 0.04697599999999998]",0.060397839999999994,1,50.0,"[8, 6]"
26,2,5,"[1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1514.4713328369323, 795.0, 1515.0, 1515.0]",19259.471332836933,1203.7169583023083,"[3657.526694703793, 3109.2481155416376]",3383.3874051227153,"[1.5792937599999997, 0.51813386]",1.0487138099999997,0,0.0,"[8, 10]"
27,1,4,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19260.0,1203.75,[4901.50329029815],4901.50329029815,[1.41096252],1.41096252,1,100.0,[6]
28,2,5,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1514.4713328369323, 1515.0]",19289.471332836933,1205.5919583023083,"[167.64193963070588, 4707.090536493067]",2437.366238061886,"[0.07584646666666665, 1.2134111]",0.6446287833333334,1,50.0,"[18, 7]"
29,2,5,"[1424.5457930007447, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19979.545793000747,1248.7216120625467,"[167.64193963070588, 4884.591905732686]",2526.116922681696,"[0.07584646666666665, 1.01977276]",0.5478096133333333,2,100.0,"[19, 7]"
30,0,1,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19260.0,1203.75,[],0.0,[],0.0,0,0.0,[]
31,1,4,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1248.75,[6331.964705580558],6331.964705580558,[0.039146666666666656],0.039146666666666656,1,100.0,[5]
32,2,2,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1514.4713328369323, 795.0, 1515.0, 1515.0]",19289.471332836933,1285.9647555224622,"[4885.275435216812, 3307.699534829035]",4096.4874850229235,"[0.26032622, 0.11939774]",0.18986197999999999,2,100.0,"[10, 14]"
33,3,6,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1514.4713328369323, 795.0]",17849.471332836933,1189.9647555224622,"[2185.2714238241206, 2369.109135052137, 1860.6155433390327]",2138.3320340717632,"[0.4809452066666666, 0.54903398, 2.7416739800000003]",1.2572177222222223,3,100.0,"[18, 17, 18]"
34,0,1,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0]",18570.0,1160.625,[],0.0,[],0.0,0,0.0,[]
35,1,1,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 795.0, 1515.0, 795.0]",19289.471332836933,1205.5919583023083,[3716.501037060099],3716.501037060099,[0.25648054],0.25648054,1,100.0,[15]
36,1,7,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1248.75,[3689.6157277183406],3689.6157277183406,[0.42753897999999996],0.42753897999999996,1,100.0,[16]
37,1,4,"[1425.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0]",19950.0,1330.0,[3041.022912880134],3041.022912880134,[1.1924382066666668],1.1924382066666668,1,100.0,[17]
38,0,5,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0]",18600.0,1162.5,[],0.0,[],0.0,0,0.0,[]
39,0,3,"[1425.0, 1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1514.4713328369323, 795.0, 1515.0, 795.0]",19259.471332836933,1203.7169583023083,[],0.0,[],0.0,0,0.0,[]
40,2,6,"[1424.5457930007447, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19349.545793000747,1209.3466120625467,"[2066.544409236462, 4853.860829389654]",3460.2026193130578,"[0.15435024, 1.30736326]",0.73085675,2,100.0,"[22, 16]"
41,2,4,"[1425.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1514.4713328369323, 795.0, 1514.4713328369323, 1515.0]",19288.942665673865,1285.9295110449243,"[3456.10192458809, 4637.952888464928]",4047.027406526509,"[0.2222979, 0.3690984]",0.29569815,2,100.0,"[19, 17]"
42,3,4,"[1424.5457930007447, 735.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19319.545793000747,1287.969719533383,"[5249.544369611545, 4616.194082425003, 1747.996501015029]",3871.244984350526,"[4.36402934, 1.8106779066666667, 1.4721976666666667]",2.5489683044444447,3,100.0,"[18, 18, 24]"
43,0,5,"[1424.5457930007447, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",17879.545793000747,1191.969719533383,[],0.0,[],0.0,0,0.0,[]
44,1,4,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",19290.0,1286.0,[3065.0434011500947],3065.0434011500947,[0.0],0.0,1,100.0,[22]
45,2,2,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0]",17850.0,1275.0,"[3343.17191326983, 2742.3553316290736]",3042.7636224494518,"[0.4831831199999999, 1.6573066733333333]",1.0702448966666667,2,100.0,"[22, 24]"
46,2,6,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0]",19260.0,1284.0,"[3439.3757663279703, 1397.0323996119785]",2418.2040829699745,"[1.3706972400000001, 0.5191819799999999]",0.94493961,2,100.0,"[24, 29]"
47,0,5,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0]",19290.0,1205.625,[],0.0,[],0.0,0,0.0,[]
48,1,5,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1514.4713328369323, 1515.0, 1515.0, 1515.0]",18599.471332836933,1162.4669583023083,[5799.039002782378],5799.039002782378,[0.0],0.0,1,100.0,[18]
49,1,4,"[1424.5457930007447, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",19289.545793000747,1205.5966120625467,[190.27343299833333],190.27343299833333,[0.08343111333333332],0.08343111333333332,1,100.0,[34]
50,0,4,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0]",17880.0,1117.5,[],0.0,[],0.0,0,0.0,[]
51,3,4,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0]",18600.0,1240.0,"[2526.0797638402687, 3777.004252487666, 2512.6349716662194]",2938.5729959980513,"[1.6129862866666667, 1.3715351999999998, 0.8095665333333333]",1.2646960066666666,3,100.0,"[29, 26, 29]"
52,1,5,"[1425.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0]",18600.0,1240.0,[2816.0693740180436],2816.0693740180436,[0.34616956],0.34616956,1,100.0,[30]
53,0,3,"[1425.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0, 1515.0, 795.0]",18599.471332836933,1239.9647555224622,[],0.0,[],0.0,0,0.0,[]
54,3,7,"[1424.5457930007447, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",19289.545793000747,1205.5966120625467,"[7454.7866909951645, 4198.100268546951, 2262.763741968466]",4638.550233836861,"[0.1853177333333333, 0.7381967999999999, 1.6872270799999998]",0.8702472044444444,3,100.0,"[19, 28, 32]"
55,2,4,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 735.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",18630.0,1242.0,"[7027.877184157023, 4413.605469884817]",5720.74132702092,"[0.50667144, 1.36524396]",0.9359576999999999,2,100.0,"[21, 28]"
56,1,5,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20040.0,1252.5,[2756.649986252086],2756.649986252086,[0.0],0.0,1,100.0,[32]
57,0,4,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0]",19349.471332836933,1209.3419583023083,[],0.0,[],0.0,0,0.0,[]
58,0,5,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19320.0,1207.5,[],0.0,[],0.0,0,0.0,[]
59,1,3,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",20010.0,1250.625,[2282.759587551032],2282.759587551032,[0.50918624],0.50918624,1,100.0,[36]
60,2,4,"[1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 735.0, 735.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19320.0,1288.0,"[4550.041196427631, 1762.1209795782333]",3156.081088002932,"[0.09395231999999999, 0.08724144]",0.09059687999999999,2,100.0,"[30, 38]"
61,3,8,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",20040.0,1252.5,"[2085.3658479384685, 2052.707712568133, 4486.068231482]",2874.713930662867,"[1.0951283866666668, 0.5830077, 0.20216479999999995]",0.6267669622222223,3,100.0,"[38, 38, 32]"
62,1,4,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0]",20759.471332836933,1297.4669583023083,[8971.579676059133],8971.579676059133,[0.6543108],0.6543108,1,100.0,[22]
63,0,3,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",20730.0,1295.625,[],0.0,[],0.0,0,0.0,[]
64,0,0,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",20730.0,1295.625,[],0.0,[],0.0,0,0.0,[]
65,2,2,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20760.0,1297.5,"[4149.863037215439, 1558.9158175029793]",2854.3894273592095,"[2.103014466666667, 1.2843986399999998]",1.6937065533333335,2,100.0,"[36, 42]"
66,0,0,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20760.0,1297.5,[],0.0,[],0.0,0,0.0,[]
67,2,2,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20040.0,1252.5,"[3326.0267491134955, 1574.8894349673285]",2450.458092040412,"[0.15099479999999998, 1.7350413999999998]",0.9430181,2,100.0,"[38, 43]"
68,1,1,"[1425.0, 735.0, 1424.5457930007447, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20039.545793000747,1335.969719533383,[5556.781340166233],5556.781340166233,[4.913204586666667],4.913204586666667,1,100.0,[34]
69,2,2,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",18600.0,1240.0,"[7056.883886690449, 2304.709454793235]",4680.796670741842,"[0.0, 0.6161422799999999]",0.30807113999999997,2,100.0,"[32, 43]"
70,0,1,"[1425.0, 735.0, 1424.5457930007447, 735.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19319.545793000747,1287.969719533383,[],0.0,[],0.0,0,0.0,[]
71,0,1,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19320.0,1288.0,[],0.0,[],0.0,0,0.0,[]
72,2,3,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19320.0,1288.0,"[4704.672123812353, 1992.679212226042]",3348.6756680191975,"[0.20216479999999995, 0.27850120000000006]",0.24033300000000002,2,100.0,"[39, 46]"
73,3,4,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0]",19320.0,1288.0,"[1740.0193524369172, 6046.282750267632, 7543.299154315047]",5109.867085673199,"[0.0, 1.03319464, 0.62732666]",0.5535071,3,100.0,"[48, 36, 33]"
74,2,1,"[1424.5457930007447, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0]",18629.545793000747,1330.6818423571963,"[1985.9306912774707, 2476.9336345142933]",2231.432162895882,"[0.4731148733333333, 0.14847751999999995]",0.31079619666666664,2,100.0,"[47, 46]"
75,0,1,"[1425.0, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0]",18630.0,1242.0,[],0.0,[],0.0,0,0.0,[]
76,2,4,"[1425.0, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0]",17910.0,1194.0,"[4787.847821320426, 5786.757374174549]",5287.302597747488,"[0.447392, 0.07885164]",0.26312182,2,100.0,"[43, 39]"
77,2,4,"[1425.0, 735.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",18630.0,1242.0,"[2279.3017299919757, 201.71727919625488]",1240.5095045941152,"[0.59894616, 0.09101575999999999]",0.34498096,2,100.0,"[49, 54]"
78,1,4,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19320.0,1288.0,[5046.964070511987],5046.964070511987,[0.3980387666666667],0.3980387666666667,1,100.0,[44]
79,1,6,"[1424.5457930007447, 735.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19319.545793000747,1207.4716120625467,[7278.650635564705],7278.650635564705,[1.7112756],1.7112756,1,100.0,[39]
80,5,10,"[1425.0, 735.0, 1425.0, 735.0, 1424.5457930007447, 1425.0, 735.0, 735.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19319.545793000747,1207.4716120625467,"[714.8808598825622, 1924.584645271769, 5554.104055827722, 2262.9833316367326, 5279.539375614869]",3147.218453646731,"[0.0, 0.79397844, 0.2190118666666666, 0.12150151333333334, 0.31892277999999996]",0.29068291999999996,5,100.0,"[55, 52, 42, 51, 43]"
81,0,5,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 735.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",19320.0,1207.5,[],0.0,[],0.0,0,0.0,[]
82,1,4,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 735.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0]",21420.0,1338.75,[3789.101664770327],3789.101664770327,[1.4786293866666664],1.4786293866666664,1,100.0,[49]
83,3,3,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0]",19980.0,1248.75,"[2963.355280321149, 891.8246554637778, 2505.779660655107]",2120.3198654800112,"[0.44291785999999994, 0.04501849333333332, 0.33330704]",0.27374779777777775,3,100.0,"[52, 55, 52]"
84,1,7,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0]",19260.0,1203.75,[1425.8540134826212],1425.8540134826212,[0.8773069399999998],0.8773069399999998,1,100.0,[56]
85,1,6,"[1424.5457930007447, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0]",19289.545793000747,1285.969719533383,[1410.4229043167418],1410.4229043167418,[0.3249180666666667],0.3249180666666667,1,100.0,[56]
