interval,selection,decision,schedule,schedulingtime
25,[],"[(3, 12), (4, 14), (5, 12), (7, 10), (9, 8)]","[(0, 1), (1, 0), (2, 12), (3, 12), (4, 14), (None, None), (6, 7), (7, 10), (8, 0), (9, 8), (10, 7), (11, 0), (12, 14), (13, 15), (14, 5), (15, 0)]",0.015329122543334961
26,[],"[(1, 6), (5, 4), (7, 2), (13, 15)]","[(0, 0), (1, 6), (2, 12), (3, 12), (4, 14), (5, 4), (6, 7), (7, 2), (8, 0), (9, 8), (10, 7), (11, 0), (12, 14), (13, 15), (14, 5), (15, 0)]",0.010454416275024414
27,[],"[(0, 1), (1, 6)]","[(0, 1), (1, 6), (2, 12), (3, 12), (4, 14), (5, 4), (6, 0), (7, 0), (8, 0), (9, 8), (10, 7), (11, 0), (12, 14), (13, 15), (14, 5), (15, 0)]",0.010352611541748047
28,[],"[(1, 6), (6, 14), (7, 10), (10, 7)]","[(0, 0), (1, 6), (2, 12), (3, 12), (4, 14), (5, 4), (6, 14), (7, 10), (8, 0), (9, 8), (10, 7), (11, 0), (12, 14), (13, 15), (14, 5), (15, 0)]",0.011971235275268555
29,[],"[(0, 3), (1, 6), (6, 11)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 14), (5, 4), (6, 11), (7, 0), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 15), (14, 5), (15, 0)]",0.010700225830078125
30,[],[],"[(0, 3), (1, 6), (2, 12), (3, 12), (4, 14), (5, 4), (6, 0), (7, 0), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 15), (14, 5), (15, 0)]",0.009951114654541016
31,[],"[(2, 12), (6, 7), (7, 10)]","[(0, 3), (1, 6), (2, 12), (3, 0), (4, 14), (5, 4), (6, 7), (7, 10), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 15), (14, 5), (15, 0)]",0.015070915222167969
32,[],"[(8, 0), (15, 12)]","[(0, 0), (1, 6), (2, 12), (3, 0), (4, 14), (5, 4), (6, 7), (7, 10), (None, None), (9, 8), (10, 7), (11, 0), (12, 0), (13, 15), (14, 5), (15, 12)]",0.010502338409423828
33,[],"[(0, 1), (3, 8), (4, 14), (7, 1), (8, 14)]","[(0, 1), (1, 6), (2, 12), (None, None), (4, 14), (5, 0), (6, 7), (7, 1), (8, 14), (9, 8), (10, 7), (11, 0), (12, 0), (13, 0), (14, 5), (15, 12)]",0.010061979293823242
34,[],"[(3, 10), (5, 14), (7, 9), (13, 6)]","[(0, 1), (1, 6), (2, 12), (3, 10), (4, 14), (5, 0), (6, 7), (7, 1), (8, 14), (9, 8), (10, 7), (11, 0), (12, 0), (13, 0), (14, 5), (15, 12)]",0.010251283645629883
35,[],"[(3, 12), (5, 12), (11, 9), (13, 6)]","[(0, 1), (1, 6), (2, 12), (3, 10), (4, 14), (5, 0), (6, 7), (7, 1), (8, 14), (9, 8), (10, 7), (11, 9), (12, 0), (13, 0), (14, 5), (15, 12)]",0.010556459426879883
36,[],"[(3, 11), (5, 4), (8, 0), (13, 15), (14, 5)]","[(0, 1), (1, 6), (2, 0), (3, 10), (4, 14), (5, 4), (6, 7), (7, 0), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 15), (14, 5), (15, 12)]",0.009855985641479492
37,[],"[(2, 12), (3, 11), (7, 2), (11, 3), (13, 6)]","[(0, 1), (1, 6), (2, 12), (3, 10), (4, 14), (5, 0), (6, 7), (7, 2), (8, 0), (9, 8), (10, 7), (11, 3), (12, 0), (None, None), (14, 5), (15, 12)]",0.018627166748046875
38,[],"[(5, 14), (13, 9)]","[(0, 1), (1, 6), (2, 12), (3, 10), (4, 14), (5, 14), (6, 7), (7, 0), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 9), (14, 0), (15, 12)]",0.010559558868408203
39,[],"[(7, 2), (14, 5)]","[(0, 1), (1, 6), (2, 12), (3, 10), (4, 14), (5, 14), (6, 7), (7, 2), (8, 0), (9, 8), (10, 7), (11, 0), (12, 0), (13, 0), (14, 5), (15, 12)]",0.010077476501464844
40,[],"[(3, 12), (7, 11), (11, 11), (12, 9), (13, 15)]","[(0, 0), (1, 6), (2, 12), (3, 10), (4, 14), (5, 14), (6, 7), (7, 11), (8, 0), (9, 8), (10, 7), (11, 11), (12, 9), (13, 15), (14, 0), (15, 12)]",0.016134262084960938
41,[],"[(0, 3), (3, 11), (6, 7), (9, 11), (11, 1), (14, 5)]","[(0, 3), (1, 6), (2, 12), (3, 0), (4, 14), (5, 14), (None, None), (7, 11), (8, 0), (9, 11), (10, 7), (11, 11), (12, 9), (13, 15), (14, 5), (15, 12)]",0.011101007461547852
42,[],"[(0, 15), (5, 4), (6, 11), (14, 8)]","[(0, 15), (1, 6), (2, 12), (3, 0), (4, 14), (5, 4), (None, None), (7, 11), (8, 0), (9, 0), (10, 7), (11, 11), (12, 9), (13, 15), (14, 8), (15, 12)]",0.009993791580200195
43,[],"[(3, 1), (6, 6), (9, 14)]","[(0, 15), (1, 6), (2, 12), (3, 1), (4, 14), (5, 0), (None, None), (7, 11), (8, 0), (9, 14), (10, 7), (11, 11), (12, 0), (13, 15), (14, 0), (15, 12)]",0.011228322982788086
44,[],"[(5, 12), (6, 6), (8, 13), (14, 5)]","[(0, 15), (1, 6), (2, 12), (3, 1), (4, 14), (5, 0), (None, None), (7, 0), (8, 13), (9, 0), (10, 7), (11, 11), (12, 0), (13, 15), (14, 5), (15, 12)]",0.010519266128540039
45,[],"[(4, 13), (5, 12), (6, 7), (9, 1), (11, 6)]","[(0, 15), (1, 6), (2, 12), (3, 1), (4, 13), (5, 0), (None, None), (7, 0), (8, 13), (9, 1), (10, 7), (None, None), (12, 0), (13, 15), (14, 5), (15, 12)]",0.009840965270996094
46,[],"[(3, 8), (5, 12), (6, 7), (7, 2), (9, 3), (11, 4)]","[(0, 0), (1, 6), (2, 12), (3, 8), (4, 13), (5, 0), (None, None), (7, 2), (8, 13), (9, 3), (10, 7), (11, 4), (12, 0), (13, 15), (14, 0), (15, 12)]",0.01119232177734375
47,[],"[(0, 11), (5, 12), (6, 15), (9, 8), (14, 5)]","[(0, 11), (1, 6), (2, 12), (3, 8), (4, 13), (5, 0), (6, 15), (7, 0), (8, 13), (9, 0), (10, 7), (11, 4), (12, 0), (13, 15), (14, 5), (15, 12)]",0.014733552932739258
48,[],"[(5, 12), (7, 11), (9, 1), (10, 14)]","[(0, 11), (1, 6), (2, 12), (3, 0), (4, 13), (5, 0), (6, 15), (7, 11), (8, 13), (9, 1), (10, 14), (11, 4), (12, 0), (13, 15), (14, 0), (15, 12)]",0.009994983673095703
49,[],"[(5, 14), (10, 7), (14, 5)]","[(0, 11), (1, 6), (2, 12), (3, 0), (4, 13), (5, 14), (6, 15), (7, 11), (8, 13), (9, 0), (10, 7), (11, 4), (12, 0), (13, 15), (14, 5), (15, 12)]",0.009844064712524414
50,[],"[(9, 1)]","[(0, 11), (1, 6), (2, 12), (3, 0), (4, 13), (5, 0), (6, 15), (7, 11), (8, 13), (9, 1), (10, 0), (11, 4), (12, 0), (13, 15), (14, 0), (15, 12)]",0.010579586029052734
51,[],"[(5, 4), (10, 7), (13, 15), (14, 8)]","[(0, 11), (1, 6), (2, 12), (3, 0), (4, 13), (None, None), (6, 15), (7, 11), (8, 13), (9, 0), (10, 7), (11, 4), (12, 0), (13, 15), (14, 8), (15, 12)]",0.011908769607543945
52,[],"[(0, 15), (5, 2), (6, 14), (9, 6)]","[(None, None), (1, 6), (2, 12), (3, 0), (4, 13), (5, 2), (6, 14), (7, 11), (8, 13), (9, 6), (10, 0), (11, 4), (12, 0), (13, 0), (14, 8), (15, 12)]",0.011254310607910156
53,[],"[(0, 11), (5, 4), (10, 14), (13, 10)]","[(None, None), (1, 6), (2, 12), (3, 0), (4, 13), (5, 2), (6, 14), (7, 11), (8, 13), (9, 6), (10, 14), (11, 4), (12, 0), (13, 10), (14, 0), (15, 12)]",0.010785341262817383
54,[],"[(0, 15), (1, 6), (5, 4), (7, 11), (8, 0), (9, 11), (13, 15), (14, 5)]","[(0, 15), (1, 6), (2, 12), (3, 0), (4, 13), (5, 2), (6, 14), (7, 11), (8, 0), (9, 11), (10, 14), (11, 4), (12, 0), (13, 0), (14, 5), (15, 12)]",0.01132965087890625
55,[],"[(2, 10), (5, 4), (12, 14), (13, 15)]","[(0, 15), (1, 0), (2, 10), (3, 0), (4, 13), (5, 0), (6, 14), (7, 11), (8, 0), (9, 11), (10, 14), (11, 4), (None, None), (13, 15), (14, 5), (15, 12)]",0.010956764221191406
56,[],"[(1, 6), (3, 9), (5, 14), (9, 5), (12, 14)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 0), (6, 14), (7, 11), (8, 0), (9, 0), (10, 14), (11, 4), (12, 14), (13, 0), (14, 5), (15, 12)]",0.028012514114379883
57,[],"[(5, 12), (9, 1), (13, 15)]","[(0, 15), (1, 0), (2, 10), (3, 9), (4, 13), (5, 0), (6, 14), (7, 11), (8, 0), (9, 1), (10, 14), (11, 4), (12, 14), (13, 15), (14, 0), (15, 12)]",0.010427474975585938
58,[],"[(1, 6), (5, 12), (14, 5)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 0), (6, 14), (7, 0), (8, 0), (9, 0), (10, 14), (11, 4), (12, 14), (13, 0), (14, 5), (15, 12)]",0.010575532913208008
59,[],"[(5, 4), (7, 9), (9, 1), (13, 15), (14, 5)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 0), (6, 14), (7, 0), (8, 0), (9, 1), (10, 14), (11, 4), (12, 14), (13, 15), (14, 5), (15, 12)]",0.014638423919677734
60,[],"[(2, 8), (5, 14), (7, 2), (8, 0), (9, 14)]","[(0, 15), (1, 0), (2, 10), (3, 9), (4, 13), (5, 0), (6, 14), (7, 2), (8, 0), (None, None), (10, 14), (11, 4), (12, 14), (13, 0), (14, 5), (15, 12)]",0.015054702758789062
61,[],"[(1, 6), (5, 12), (7, 1), (9, 8), (11, 7), (13, 6)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 1), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 6), (14, 0), (15, 12)]",0.010544061660766602
62,[],"[(14, 5), (15, 11)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 0), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 0), (14, 5), (15, 11)]",0.009901285171508789
63,[],"[(7, 2), (9, 1), (13, 15)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 15), (14, 5), (15, 0)]",0.016586780548095703
64,[],"[(2, 8)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 15), (14, 5), (15, 0)]",0.010322809219360352
65,[],"[(13, 2), (14, 11)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.013977766036987305
66,[],[],"[(0, 15), (1, 6), (2, 10), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.010681629180908203
67,[],"[(2, 8), (7, 2)]","[(0, 15), (1, 6), (2, 8), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.011437654495239258
68,[],"[(10, 15)]","[(0, 15), (1, 6), (2, 0), (3, 9), (4, 13), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (None, None), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.01707601547241211
69,[],"[(2, 12), (3, 12), (4, 11), (9, 7), (10, 7)]","[(0, 15), (1, 6), (2, 0), (3, 9), (4, 11), (5, 12), (6, 14), (7, 2), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.010071754455566406
70,[],"[(2, 10), (3, 12), (10, 7)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 11), (5, 12), (6, 14), (7, 2), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.009952068328857422
71,[],"[(10, 7)]","[(0, 15), (1, 6), (2, 10), (3, 9), (4, 11), (5, 12), (6, 14), (7, 0), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 2), (14, 11), (15, 0)]",0.009946584701538086
72,[],"[(3, 8), (7, 5), (10, 7), (13, 10)]","[(0, 15), (1, 6), (2, 10), (3, 8), (4, 11), (5, 12), (6, 14), (7, 5), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 10), (14, 11), (15, 0)]",0.014893770217895508
73,[],"[(2, 8), (5, 12), (6, 9), (10, 7)]","[(0, 15), (1, 6), (2, 8), (3, 0), (4, 11), (5, 12), (6, 9), (7, 5), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 10), (14, 11), (15, 0)]",0.009984016418457031
74,[],"[(7, 0), (10, 7), (14, 6)]","[(0, 15), (1, 6), (2, 8), (3, 0), (4, 11), (5, 12), (6, 9), (None, None), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 10), (14, 6), (15, 0)]",0.01030731201171875
75,[],"[(7, 8), (10, 7)]","[(0, 15), (1, 6), (2, 8), (3, 0), (4, 11), (5, 12), (6, 9), (7, 8), (8, 0), (9, 7), (None, None), (11, 7), (12, 0), (13, 10), (14, 6), (15, 0)]",0.010640621185302734
76,[],"[(8, 0), (9, 6), (10, 7), (12, 13), (13, 15)]","[(0, 15), (1, 6), (2, 8), (3, 0), (4, 11), (5, 12), (6, 0), (7, 8), (8, 0), (9, 7), (None, None), (11, 7), (12, 13), (13, 0), (14, 6), (15, 0)]",0.018095016479492188
77,[],"[(4, 10), (6, 14), (10, 7), (12, 13), (13, 6)]","[(0, 15), (1, 6), (2, 8), (3, 0), (4, 10), (5, 12), (6, 14), (7, 8), (8, 0), (9, 7), (None, None), (11, 7), (12, 13), (13, 0), (14, 0), (15, 0)]",0.010743856430053711
78,[],"[(1, 8), (9, 1), (10, 14), (13, 15), (14, 5)]","[(0, 15), (None, None), (2, 8), (3, 0), (4, 10), (5, 12), (6, 0), (7, 8), (8, 0), (9, 1), (10, 14), (11, 7), (12, 13), (13, 0), (14, 5), (15, 0)]",0.01083993911743164
79,[],"[(0, 3), (1, 6), (6, 6), (13, 15)]","[(0, 3), (1, 6), (2, 8), (3, 0), (4, 10), (5, 12), (6, 6), (7, 8), (8, 0), (9, 0), (10, 14), (11, 7), (12, 13), (13, 15), (14, 0), (15, 0)]",0.01010751724243164
80,[],"[(4, 10), (6, 14), (7, 2), (9, 8), (11, 4), (13, 15), (14, 5), (15, 4)]","[(0, 0), (1, 0), (2, 8), (3, 0), (4, 10), (5, 12), (6, 14), (7, 2), (8, 0), (9, 8), (10, 14), (11, 4), (12, 13), (13, 15), (14, 5), (15, 4)]",0.021425724029541016
81,[],"[(0, 3), (1, 6)]","[(0, 3), (1, 6), (2, 8), (3, 0), (4, 10), (5, 12), (6, 0), (7, 0), (8, 0), (9, 8), (10, 14), (11, 4), (12, 13), (13, 15), (14, 0), (15, 4)]",0.010150671005249023
82,[],"[(6, 9), (9, 1), (14, 5)]","[(0, 3), (1, 6), (2, 8), (3, 0), (4, 10), (5, 12), (6, 9), (7, 0), (8, 0), (9, 1), (10, 14), (11, 4), (12, 13), (13, 15), (14, 5), (15, 0)]",0.011372804641723633
83,[],"[(5, 4), (13, 7), (14, 6)]","[(0, 3), (1, 6), (2, 8), (3, 0), (4, 10), (5, 4), (6, 9), (7, 0), (8, 0), (9, 1), (10, 14), (11, 4), (12, 13), (13, 7), (14, 6), (15, 0)]",0.010557174682617188
84,[],"[(1, 6), (3, 1), (7, 8)]","[(0, 3), (1, 6), (2, 8), (3, 1), (4, 10), (5, 0), (6, 0), (7, 8), (8, 0), (9, 0), (10, 14), (11, 4), (12, 13), (13, 7), (14, 0), (15, 0)]",0.011029958724975586
85,[],"[(5, 4), (6, 9), (9, 8), (11, 0), (14, 5)]","[(0, 3), (1, 0), (2, 8), (3, 0), (4, 10), (5, 4), (6, 9), (7, 8), (8, 0), (9, 8), (10, 14), (None, None), (12, 13), (13, 7), (14, 5), (15, 0)]",0.011337518692016602
86,[],"[(1, 6), (3, 8), (6, 11), (10, 15), (11, 11)]","[(0, 3), (1, 6), (2, 8), (3, 0), (4, 10), (5, 0), (6, 11), (7, 8), (8, 0), (9, 8), (10, 15), (None, None), (12, 13), (13, 7), (14, 5), (15, 0)]",0.011911869049072266
87,[],"[(3, 12), (5, 4), (11, 5), (14, 5)]","[(0, 3), (1, 0), (2, 8), (3, 12), (4, 10), (5, 4), (6, 11), (7, 8), (8, 0), (9, 8), (10, 15), (11, 5), (12, 13), (13, 7), (14, 5), (15, 0)]",0.010195255279541016
88,[],"[(1, 6), (3, 11), (11, 4)]","[(0, 0), (1, 6), (2, 8), (3, 11), (4, 10), (5, 4), (6, 11), (7, 8), (8, 0), (9, 8), (10, 15), (11, 4), (12, 13), (13, 7), (14, 5), (15, 0)]",0.03169560432434082
89,[],"[(0, 1), (7, 2)]","[(0, 1), (1, 0), (2, 8), (3, 11), (4, 10), (5, 0), (6, 11), (7, 2), (8, 0), (9, 8), (10, 15), (11, 4), (12, 13), (13, 7), (14, 0), (15, 0)]",0.010903596878051758
90,[],"[(0, 3), (1, 6), (2, 10), (4, 10), (5, 4), (7, 8), (9, 1), (12, 14), (14, 5)]","[(0, 1), (1, 6), (2, 10), (3, 11), (4, 10), (5, 4), (6, 11), (7, 0), (8, 0), (9, 1), (10, 15), (11, 4), (12, 14), (13, 0), (14, 5), (15, 0)]",0.019484996795654297
91,[],"[(1, 6), (5, 4), (7, 2), (10, 10), (13, 6)]","[(0, 1), (1, 6), (2, 10), (3, 11), (4, 10), (5, 4), (6, 11), (7, 2), (8, 0), (9, 0), (10, 15), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.028046369552612305
92,[],"[(0, 15), (9, 1), (13, 6)]","[(None, None), (1, 6), (2, 10), (3, 11), (4, 10), (5, 0), (6, 11), (7, 0), (8, 0), (9, 1), (10, 15), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.010125160217285156
93,[],"[(0, 3), (5, 2), (7, 11), (10, 7), (14, 5)]","[(0, 3), (1, 6), (2, 10), (3, 11), (4, 10), (5, 2), (6, 11), (7, 11), (8, 0), (9, 0), (10, 0), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.02666950225830078
94,[],"[(9, 1), (10, 7)]","[(0, 3), (1, 6), (2, 0), (3, 11), (4, 10), (5, 0), (6, 11), (7, 11), (8, 0), (9, 1), (10, 7), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.024850130081176758
95,[],"[(2, 12), (5, 12)]","[(0, 3), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 11), (8, 0), (9, 0), (10, 0), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.0183713436126709
96,[],"[(7, 11), (9, 1), (10, 7)]","[(0, 3), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (None, None), (8, 0), (9, 1), (10, 7), (11, 4), (12, 14), (13, 6), (14, 0), (15, 0)]",0.010337591171264648
97,[],"[(3, 11), (7, 9), (8, 10), (14, 5)]","[(0, 3), (1, 0), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 9), (8, 10), (9, 0), (10, 7), (11, 4), (12, 14), (13, 6), (14, 5), (15, 0)]",0.011859893798828125
98,[],"[(1, 6), (9, 8), (10, 7)]","[(0, 3), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 9), (8, 10), (9, 8), (10, 7), (11, 0), (12, 14), (13, 6), (14, 5), (15, 0)]",0.011466026306152344
99,[],[],"[(0, 3), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 9), (8, 10), (9, 8), (10, 7), (11, 0), (12, 14), (13, 6), (14, 5), (15, 0)]",0.010729312896728516
100,[],"[(4, 10), (11, 3)]","[(0, 0), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 9), (8, 10), (9, 8), (10, 7), (11, 3), (12, 14), (13, 6), (14, 5), (15, 0)]",0.010788679122924805
101,[],"[(0, 1), (6, 11), (9, 8), (10, 5)]","[(0, 1), (1, 6), (2, 12), (3, 11), (4, 10), (5, 12), (6, 11), (7, 9), (8, 10), (9, 8), (10, 5), (11, 0), (12, 14), (13, 6), (14, 0), (15, 0)]",0.010559797286987305
