interval,selection,decision,schedule,schedulingtime
22,[],"[(0, 5), (1, 6), (2, 10), (3, 11), (4, 10), (8, 0), (11, 7)]","[(0, 5), (1, 4), (2, 8), (3, 7), (4, 6), (5, 5), (6, 9), (7, 1), (8, 12), (9, 13), (10, 15), (11, 11), (12, 14), (13, 10), (14, 2), (15, 5)]",0.014723539352416992
23,[],"[(0, 15), (3, 11), (9, 12), (11, 7)]","[(0, 13), (1, 3), (2, 4), (3, 2), (4, 6), (5, 5), (6, 5), (7, 1), (8, 12), (None, None), (10, 8), (11, 7), (12, 14), (13, 10), (14, 0), (15, 5)]",0.010142087936401367
24,[],"[(1, 6), (2, 10), (3, 11), (6, 6), (7, 10), (8, 6), (9, 6), (10, 3), (12, 9), (14, 5)]","[(0, 13), (1, 3), (2, 9), (3, 1), (4, 14), (5, 5), (6, 6), (None, None), (8, 12), (None, None), (10, 0), (11, 15), (12, 9), (13, 2), (14, 0), (15, 11)]",0.015609502792358398
25,[],"[(1, 6), (2, 12), (3, 11), (5, 4), (7, 9), (8, 0), (9, 11), (10, 14), (14, 5)]","[(0, 5), (1, 10), (2, 9), (3, 7), (4, 14), (5, 0), (6, 1), (None, None), (8, 3), (9, 11), (None, None), (11, 15), (12, 9), (13, 8), (14, 4), (15, 2)]",0.017007827758789062
26,[],"[(0, 15), (1, 6), (2, 3), (3, 11), (4, 14), (5, 12), (6, 9), (7, 11), (8, 0), (10, 7), (14, 5)]","[(0, 13), (1, 6), (2, 9), (3, 11), (4, 14), (5, 1), (6, 9), (None, None), (8, 12), (9, 0), (10, 7), (11, 15), (12, 14), (13, 8), (14, 5), (15, 6)]",0.015636444091796875
27,[],"[(2, 10), (5, 4), (7, 11), (8, 0), (9, 8), (12, 14), (14, 2), (15, 14)]","[(0, 13), (1, 6), (2, 10), (3, 12), (4, 9), (5, 3), (6, 9), (None, None), (8, 0), (9, 2), (10, 4), (11, 15), (12, 14), (13, 5), (14, 2), (None, None)]",0.0102996826171875
28,[],"[(4, 14), (5, 4), (7, 8), (9, 14), (13, 10), (15, 1)]","[(0, 2), (1, 6), (2, 0), (3, 12), (4, 11), (5, 4), (6, 9), (7, 8), (8, 0), (9, 14), (10, 7), (11, 15), (12, 3), (13, 5), (14, 2), (15, 1)]",0.010539770126342773
29,[],"[(0, 3), (2, 12), (3, 12), (12, 14), (13, 15)]","[(0, 13), (1, 3), (2, 12), (3, 12), (4, 11), (5, 4), (6, 9), (7, 8), (8, 10), (9, 14), (10, 7), (11, 6), (12, 0), (13, 5), (14, 2), (15, 1)]",0.01068878173828125
30,[],"[(0, 8), (1, 6), (8, 0), (11, 7)]","[(None, None), (1, 3), (2, 12), (3, 9), (4, 8), (5, 1), (6, 5), (7, 4), (8, 7), (9, 10), (10, 7), (None, None), (12, 6), (13, 2), (14, 15), (15, 13)]",0.009939908981323242
31,[],"[(0, 11), (1, 6), (4, 2), (5, 4), (6, 14), (7, 5), (8, 0), (9, 6), (11, 7), (12, 14)]","[(0, 11), (1, 1), (2, 6), (3, 9), (4, 3), (None, None), (6, 14), (7, 4), (8, 7), (9, 5), (10, 7), (11, 7), (12, 14), (13, 0), (14, 15), (15, 13)]",0.03386282920837402
32,[],"[(1, 6), (2, 11), (4, 14), (5, 8), (7, 8), (8, 0), (9, 8), (13, 15)]","[(0, 11), (1, 6), (2, 11), (3, 12), (4, 2), (5, 8), (6, 14), (7, 4), (8, 10), (9, 8), (10, 7), (11, 7), (12, 14), (13, 0), (14, 1), (15, 13)]",0.010609149932861328
33,[],"[(7, 8), (9, 7), (12, 14), (13, 10)]","[(0, 11), (1, 15), (2, 1), (3, 12), (4, 2), (5, 8), (6, 4), (7, 9), (8, 10), (9, 8), (10, 0), (11, 7), (12, 14), (13, 3), (14, 5), (15, 13)]",0.015683650970458984
34,[],"[(2, 11), (7, 8), (13, 10), (14, 2)]","[(0, 7), (1, 15), (2, 6), (3, 12), (4, 2), (5, 8), (6, 1), (7, 9), (8, 4), (9, 8), (10, 5), (11, 7), (12, 10), (13, 3), (None, None), (15, 13)]",0.010872602462768555
35,[],"[(0, 3), (1, 6), (2, 10), (6, 8), (7, 11), (8, 0), (9, 7), (10, 3), (13, 10), (14, 9)]","[(0, 11), (1, 15), (2, 4), (3, 5), (4, 3), (5, 8), (6, 0), (7, 1), (8, 0), (9, 14), (10, 3), (11, 7), (12, 2), (13, 10), (14, 9), (15, 6)]",0.01847219467163086
36,[],"[(1, 15), (2, 3), (3, 11), (4, 2), (6, 6)]","[(0, 11), (1, 15), (2, 4), (3, 0), (4, 15), (5, 3), (6, 6), (7, 12), (8, 0), (9, 14), (10, 3), (11, 2), (12, 13), (13, 5), (14, 4), (15, 1)]",0.011234283447265625
37,[],"[(1, 6), (2, 10), (3, 11), (4, 5), (5, 4), (7, 8), (11, 7), (13, 10), (14, 5)]","[(0, 3), (1, 6), (2, 10), (3, 11), (4, 15), (5, 4), (6, 2), (7, 8), (8, 7), (9, 4), (10, 10), (11, 9), (12, 13), (13, 1), (14, 0), (15, 1)]",0.010637283325195312
38,[],"[(4, 2), (6, 14), (9, 14), (10, 15), (13, 15), (14, 5)]","[(0, 0), (1, 2), (2, 10), (3, 3), (4, 6), (5, 4), (6, 14), (7, 8), (8, 7), (9, 4), (10, 15), (11, 9), (12, 13), (13, 12), (14, 5), (15, 1)]",0.02273416519165039
39,[],"[(0, 15), (1, 6), (3, 11), (4, 5), (9, 6), (10, 0), (13, 10)]","[(0, 11), (1, 0), (2, 7), (3, 1), (4, 3), (5, 4), (6, 14), (7, 8), (8, 4), (9, 2), (10, 0), (11, 6), (12, 9), (13, 12), (14, 5), (15, 15)]",0.01121211051940918
40,[],"[(0, 3), (1, 6), (2, 3), (3, 12), (4, 13), (9, 6), (11, 7), (12, 14), (13, 15)]","[(0, 3), (1, 6), (2, 1), (3, 6), (4, 10), (5, 4), (6, 7), (7, 8), (8, 13), (None, None), (10, 2), (11, 7), (12, 4), (13, 5), (14, 0), (15, 15)]",0.015654325485229492
41,[],"[(2, 3), (3, 11), (9, 13), (10, 7), (12, 9), (13, 15)]","[(0, 12), (1, 6), (2, 11), (3, 11), (4, 10), (5, 14), (6, 0), (7, 1), (8, 13), (9, 13), (10, 7), (11, 7), (12, 9), (13, 6), (14, 9), (15, 2)]",0.019685983657836914
42,[],"[(0, 15), (2, 10), (4, 2), (13, 2)]","[(0, 15), (1, 6), (2, 10), (3, 1), (4, 0), (5, 14), (6, 3), (7, 4), (8, 2), (9, 13), (10, 15), (11, 7), (12, 9), (13, 8), (14, 9), (15, 5)]",0.01151275634765625
43,[],"[(0, 1), (4, 2), (7, 8), (8, 10)]","[(0, 1), (1, 12), (2, 3), (3, 11), (4, 2), (5, 14), (6, 3), (7, 4), (8, 10), (9, 13), (10, 15), (11, 0), (12, 9), (13, 8), (14, 1), (15, 5)]",0.01055455207824707
44,[],"[(6, 11), (7, 8)]","[(0, 1), (1, 8), (2, 3), (3, 5), (4, 2), (5, 10), (6, 7), (7, 8), (8, 3), (9, 9), (10, 11), (11, 4), (12, 9), (13, 1), (14, 6), (15, 0)]",0.016311168670654297
45,[],"[(0, 15), (1, 6), (3, 11), (4, 2), (5, 4), (8, 0), (9, 8), (10, 14), (12, 14), (13, 15), (15, 1)]","[(0, 15), (1, 6), (2, 2), (3, 11), (4, 2), (5, 4), (6, 7), (7, 10), (8, 0), (9, 12), (10, 13), (11, 5), (12, 14), (13, 0), (14, 6), (15, 1)]",0.01480555534362793
46,[],"[(2, 10), (6, 9), (9, 8), (10, 3), (13, 10)]","[(0, 15), (1, 6), (2, 10), (3, 0), (4, 7), (5, 8), (6, 9), (7, 10), (8, 0), (9, 1), (10, 3), (11, 5), (12, 14), (13, 10), (14, 9), (15, 3)]",0.010167837142944336
47,[],"[(10, 7), (11, 7)]","[(0, 0), (1, 5), (2, 10), (3, 2), (4, 11), (5, 8), (6, 9), (7, 10), (8, 0), (9, 4), (10, 7), (11, 7), (12, 13), (13, 12), (14, 9), (15, 3)]",0.01460576057434082
48,[],"[(0, 1), (1, 2), (3, 1), (13, 6)]","[(0, 1), (None, None), (2, 10), (3, 5), (4, 11), (5, 15), (6, 9), (7, 2), (8, 0), (9, 4), (10, 14), (11, 7), (12, 13), (13, 12), (14, 0), (15, 6)]",0.013591527938842773
49,[],"[(0, 9), (1, 15), (2, 10), (3, 12), (5, 4), (6, 7), (7, 10), (9, 8), (10, 7), (13, 15), (14, 5)]","[(0, 9), (None, None), (2, 10), (3, 12), (4, 2), (5, 4), (6, 1), (7, 8), (8, 3), (9, 10), (10, 7), (11, 0), (12, 13), (13, 15), (14, 5), (15, 6)]",0.020877838134765625
50,[],"[(0, 15), (1, 2), (4, 13), (6, 6), (8, 0), (9, 14)]","[(0, 4), (1, 2), (2, 10), (3, 5), (4, 13), (5, 14), (6, 11), (7, 8), (8, 0), (9, 14), (10, 3), (11, 0), (12, 6), (13, 7), (14, 0), (15, 1)]",0.010576725006103516
51,[],"[(0, 15), (1, 6), (3, 11), (7, 0), (11, 7), (12, 14), (14, 5)]","[(0, 15), (1, 2), (2, 3), (3, 5), (4, 4), (5, 14), (6, 11), (None, None), (8, 8), (9, 14), (10, 12), (11, 7), (12, 6), (13, 7), (14, 5), (15, 9)]",0.010341405868530273
52,[],"[(1, 6), (3, 8), (4, 13), (7, 8), (8, 0), (9, 6), (10, 3), (12, 9)]","[(0, 15), (1, 0), (2, 1), (3, 8), (4, 10), (5, 7), (6, 5), (7, 8), (8, 4), (9, 6), (10, 12), (11, 7), (12, 2), (13, 3), (14, 13), (15, 9)]",0.011446952819824219
53,[],"[(1, 6), (2, 10), (4, 5), (6, 6), (8, 0), (10, 3), (13, 2)]","[(0, 6), (1, 0), (2, 10), (3, 8), (4, 5), (5, 1), (6, 14), (7, 2), (None, None), (9, 6), (10, 5), (11, 7), (12, 4), (13, 11), (14, 13), (15, 9)]",0.010436296463012695
54,[],"[(0, 15), (1, 6), (2, 12), (5, 4), (7, 8), (8, 0), (10, 7), (12, 14), (13, 10)]","[(0, 15), (1, 3), (2, 12), (3, 2), (4, 15), (5, 10), (6, 14), (7, 12), (8, 0), (9, 0), (10, 7), (11, 1), (12, 4), (13, 10), (14, 5), (15, 9)]",0.028253793716430664
55,[],"[(1, 6), (3, 11), (4, 2), (5, 4), (7, 8), (9, 7), (12, 14)]","[(0, 15), (1, 6), (2, 12), (3, 11), (4, 2), (5, 4), (6, 4), (7, 8), (8, 0), (9, 0), (10, 1), (11, 8), (12, 13), (13, 3), (14, 0), (15, 2)]",0.015336751937866211
56,[],"[(4, 14), (6, 14), (9, 14), (10, 7), (12, 14), (13, 7), (14, 5)]","[(0, 15), (1, 6), (2, 13), (3, 10), (4, 14), (5, 4), (6, 9), (7, 8), (8, 0), (9, 3), (10, 5), (11, 8), (12, 14), (13, 7), (14, 5), (15, 7)]",0.011134624481201172
57,[],"[(0, 3), (3, 8), (5, 12), (9, 1)]","[(0, 3), (1, 4), (2, 13), (3, 8), (4, 14), (5, 12), (6, 9), (7, 10), (8, 1), (9, 2), (10, 5), (11, 8), (12, 14), (13, 7), (14, 5), (15, 7)]",0.010782957077026367
58,[],"[(1, 10), (6, 7), (7, 11), (8, 0), (9, 1), (10, 7)]","[(0, 0), (1, 10), (2, 13), (3, 9), (4, 14), (5, 12), (None, None), (7, 11), (8, 0), (9, 1), (10, 1), (11, 8), (12, 11), (13, 6), (14, 5), (15, 7)]",0.015099763870239258
59,[],"[(0, 14), (1, 6), (6, 9), (10, 3), (11, 1), (13, 15), (14, 5)]","[(0, 14), (1, 4), (2, 8), (3, 3), (4, 15), (5, 6), (6, 9), (7, 5), (8, 0), (9, 1), (10, 3), (11, 1), (12, 11), (13, 15), (14, 5), (15, 2)]",0.014946937561035156
60,[],"[(0, 15), (3, 11), (4, 14), (5, 12), (7, 11), (10, 3)]","[(0, 14), (1, 13), (2, 8), (3, 11), (4, 14), (5, 12), (6, 0), (7, 11), (8, 7), (9, 10), (10, 3), (11, 1), (12, 1), (13, 3), (14, 5), (15, 12)]",0.010509014129638672
61,[],"[(1, 6), (5, 8), (8, 0), (9, 8), (12, 9), (13, 10)]","[(0, 3), (1, 6), (2, 15), (3, 11), (4, 14), (5, 8), (6, 2), (7, 1), (8, 0), (9, 0), (10, 3), (11, 1), (12, 4), (13, 6), (14, 9), (15, 12)]",0.011029243469238281
62,[],"[(2, 8), (6, 6), (9, 14), (12, 2)]","[(0, 3), (1, 13), (2, 15), (3, 1), (4, 3), (5, 0), (6, 7), (7, 5), (8, 0), (9, 4), (10, 10), (11, 1), (12, 2), (13, 6), (14, 9), (15, 12)]",0.01527857780456543
63,[],"[(1, 6), (4, 2), (5, 4), (7, 1), (9, 11), (10, 3)]","[(0, 14), (1, 13), (2, 7), (3, 8), (4, 2), (5, 4), (6, 1), (7, 1), (8, 4), (9, 11), (10, 3), (11, 1), (12, 11), (13, 0), (14, 2), (15, 5)]",0.010922908782958984
64,[],"[(0, 15), (1, 6), (2, 12), (3, 1), (6, 7), (13, 6)]","[(0, 15), (1, 14), (2, 12), (3, 1), (4, 2), (5, 10), (6, 7), (7, 7), (8, 4), (9, 11), (10, 9), (11, 1), (12, 11), (13, 6), (14, 8), (15, 5)]",0.010228157043457031
65,[],"[(1, 6), (3, 0), (7, 8), (10, 7), (13, 10)]","[(0, 15), (1, 6), (2, 12), (3, 0), (4, 3), (5, 1), (6, 7), (7, 7), (8, 4), (9, 11), (10, 7), (11, 1), (12, 2), (13, 10), (14, 8), (15, 5)]",0.015201330184936523
66,[],"[(4, 10), (5, 12), (7, 8), (8, 0)]","[(0, 15), (1, 6), (2, 2), (3, 0), (4, 10), (5, 3), (6, 7), (7, 13), (8, 0), (9, 1), (10, 7), (11, 1), (12, 4), (13, 0), (14, 14), (15, 5)]",0.009916305541992188
67,[],"[(2, 8), (3, 11), (5, 4), (7, 8), (12, 14), (13, 15), (14, 5)]","[(0, 4), (1, 6), (2, 11), (3, 11), (4, 2), (5, 4), (6, 7), (7, 8), (8, 0), (9, 9), (10, 1), (11, 1), (12, 14), (13, 8), (14, 3), (15, 5)]",0.015504121780395508
68,[],"[(0, 3), (1, 6), (9, 1), (10, 3), (13, 15), (14, 5)]","[(0, 3), (1, 6), (2, 11), (3, 11), (4, 12), (5, 15), (6, 1), (7, 8), (8, 6), (9, 9), (10, 3), (11, 10), (12, 3), (13, 15), (14, 13), (15, 0)]",0.015459537506103516
69,[],"[(2, 10), (4, 2), (5, 14), (6, 11), (7, 8), (8, 0), (9, 14), (11, 4), (12, 14), (14, 5), (15, 4)]","[(0, 3), (1, 6), (2, 2), (3, 11), (4, 2), (5, 14), (6, 11), (7, 8), (8, 0), (9, 1), (10, 0), (11, 4), (12, 14), (13, 15), (14, 5), (15, 4)]",0.010353565216064453
70,[],"[(0, 1), (2, 12), (10, 7), (11, 1), (14, 2)]","[(None, None), (1, 3), (2, 12), (3, 11), (4, 2), (5, 14), (6, 7), (7, 5), (8, 0), (9, 1), (10, 7), (None, None), (12, 14), (13, 9), (14, 2), (15, 4)]",0.010921239852905273
71,[],"[(0, 3), (1, 6), (3, 11), (7, 1), (11, 7)]","[(0, 3), (1, 6), (2, 13), (3, 11), (4, 2), (5, 15), (6, 7), (7, 5), (8, 6), (9, 1), (10, 7), (11, 7), (12, 14), (13, 9), (14, 10), (15, 4)]",0.011174440383911133
72,[],"[(2, 10), (5, 4), (7, 1), (8, 0), (12, 14), (13, 15), (14, 5), (15, 1)]","[(0, 8), (1, 6), (2, 1), (3, 11), (4, 4), (5, 4), (6, 7), (7, 9), (8, 0), (9, 0), (10, 7), (11, 12), (12, 14), (13, 15), (14, 14), (None, None)]",0.010524511337280273
73,[],"[(0, 3), (2, 10), (4, 14), (7, 11), (9, 6), (11, 4), (14, 5), (15, 13)]","[(0, 3), (1, 3), (2, 2), (3, 10), (4, 14), (5, 4), (6, 7), (7, 8), (8, 0), (9, 0), (10, 5), (11, 13), (12, 14), (13, 15), (14, 5), (15, 13)]",0.01074838638305664
74,[],"[(1, 6), (2, 11), (3, 11), (9, 14)]","[(0, 3), (1, 6), (2, 11), (3, 11), (4, 14), (5, 2), (6, 6), (7, 9), (8, 0), (9, 1), (10, 5), (11, 12), (12, 0), (13, 3), (14, 5), (15, 13)]",0.016708850860595703
75,[],"[(5, 8), (11, 15), (13, 6), (14, 5)]","[(0, 4), (1, 6), (2, 11), (3, 11), (4, 12), (5, 8), (6, 6), (7, 8), (8, 0), (9, 1), (10, 7), (11, 15), (12, 2), (13, 3), (14, 5), (15, 10)]",0.010477304458618164
76,[],"[(0, 3), (4, 14), (10, 15), (13, 10)]","[(0, 3), (1, 1), (2, 4), (3, 11), (4, 5), (5, 8), (6, 6), (7, 2), (8, 7), (9, 9), (None, None), (11, 15), (12, 13), (13, 14), (14, 0), (15, 3)]",0.011531352996826172
77,[],"[(1, 9), (2, 11), (8, 13), (9, 14), (10, 0), (13, 11)]","[(0, 3), (1, 10), (2, 0), (3, 5), (4, 1), (5, 3), (6, 2), (7, 12), (None, None), (9, 4), (10, 0), (11, 6), (12, 13), (13, 11), (14, 7), (15, 14)]",0.0218808650970459
78,[],"[(1, 6), (3, 11), (4, 5), (5, 4), (6, 6), (7, 8), (8, 15), (9, 14), (14, 5)]","[(0, 3), (1, 10), (2, 0), (3, 5), (4, 8), (5, 15), (6, 9), (7, 6), (8, 15), (9, 14), (10, 4), (11, 1), (12, 7), (13, 5), (14, 2), (15, 14)]",0.011147022247314453
79,[],"[(1, 6), (2, 12), (3, 11), (4, 2), (5, 4), (6, 8), (7, 1), (10, 7), (12, 14), (13, 2)]","[(0, 13), (1, 3), (2, 9), (3, 11), (4, 2), (5, 4), (6, 8), (7, 1), (8, 15), (9, 14), (10, 7), (11, 11), (12, 7), (13, 0), (14, 12), (15, 4)]",0.015736103057861328
80,[],"[(0, 15), (1, 6), (2, 10), (7, 8), (11, 7), (12, 14), (13, 10), (14, 5), (15, 14)]","[(0, 15), (1, 6), (2, 3), (3, 11), (4, 5), (5, 10), (6, 2), (7, 8), (8, 8), (9, 7), (10, 0), (11, 7), (12, 14), (13, 1), (14, 4), (15, 14)]",0.01025390625
81,[],"[(1, 4), (5, 4), (6, 6), (8, 0), (13, 10), (14, 5)]","[(0, 4), (1, 4), (2, 12), (3, 2), (4, 5), (5, 10), (6, 9), (7, 1), (8, 0), (9, 0), (10, 6), (11, 7), (12, 3), (13, 10), (14, 13), (15, 14)]",0.010317564010620117
82,[],"[(0, 15), (3, 11), (4, 11), (5, 12), (9, 6), (10, 5), (12, 13)]","[(0, 8), (1, 4), (2, 1), (3, 6), (4, 11), (5, 12), (6, 15), (7, 5), (8, 0), (9, 3), (10, 5), (11, 7), (12, 13), (13, 0), (14, 2), (15, 4)]",0.02717137336730957
83,[],"[(2, 10), (3, 11), (6, 11), (7, 11), (9, 14), (10, 7), (13, 15)]","[(0, 8), (1, 4), (2, 10), (3, 6), (4, 11), (5, 2), (6, 11), (7, 5), (8, 0), (9, 14), (10, 14), (11, 0), (12, 3), (13, 1), (14, 9), (15, 10)]",0.012573003768920898
84,[],"[(3, 8), (7, 8), (12, 14), (13, 6)]","[(0, 15), (1, 12), (2, 10), (3, 13), (4, 2), (5, 5), (6, 11), (7, 8), (8, 0), (9, 14), (10, 14), (11, 1), (12, 7), (13, 6), (14, 0), (15, 10)]",0.04198002815246582
85,[],"[(0, 15), (1, 6), (3, 12), (5, 4), (10, 7), (12, 14), (14, 5)]","[(0, 15), (1, 6), (2, 1), (3, 12), (4, 4), (5, 9), (6, 2), (7, 0), (8, 0), (9, 14), (10, 5), (11, 1), (12, 14), (13, 15), (14, 3), (15, 10)]",0.011197805404663086
86,[],"[(1, 6), (2, 10), (4, 2), (5, 4), (6, 14), (9, 8), (10, 7), (11, 4), (14, 5)]","[(0, 3), (1, 6), (2, 7), (3, 1), (4, 2), (5, 13), (6, 8), (7, 6), (8, 0), (9, 8), (10, 11), (11, 4), (12, 2), (13, 15), (14, 5), (15, 0)]",0.017212867736816406
87,[],"[(2, 10), (5, 12), (6, 9), (7, 1), (10, 4), (11, 4), (14, 6)]","[(0, 10), (1, 6), (2, 11), (3, 5), (4, 9), (5, 12), (6, 9), (7, 1), (8, 0), (9, 8), (10, 4), (None, None), (12, 2), (13, 14), (14, 6), (15, 4)]",0.015966415405273438
88,[],"[(0, 14), (2, 10), (3, 11), (4, 14), (10, 3), (11, 4), (12, 14), (13, 15)]","[(0, 14), (1, 6), (2, 10), (3, 11), (4, 14), (5, 12), (6, 9), (7, 3), (8, 2), (9, 13), (10, 3), (11, 4), (12, 14), (13, 15), (14, 6), (15, 7)]",0.029268264770507812
89,[],"[(0, 3), (2, 12), (5, 12), (6, 14), (7, 11), (8, 0), (15, 8)]","[(None, None), (1, 1), (2, 5), (3, 7), (4, 14), (5, 12), (None, None), (7, 3), (8, 0), (9, 8), (10, 3), (11, 0), (12, 14), (13, 15), (14, 6), (15, 8)]",0.01235198974609375
