interval,numdestroyed,nummigrations,energy,energytotalinterval,energypercontainerinterval,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
11,1,2,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18630.0,1242.0,[2022.0875265317952],2022.0875265317952,[2.158664493333333],2.158664493333333,0,0.0,[1]
12,0,0,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 735.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18630.0,1242.0,[],0.0,[],0.0,0,0.0,[]
13,0,2,"[1425.0, 1424.5457930007447, 735.0, 735.0, 735.0, 1425.0, 1425.0, 735.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19319.545793000747,1207.4716120625467,[],0.0,[],0.0,0,0.0,[]
14,1,1,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",20010.0,1250.625,[3238.8339460408765],3238.8339460408765,[0.26062224],0.26062224,0,0.0,[1]
15,2,1,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1286.0,"[3696.9372157378248, 3641.1698567963467]",3669.0535362670857,"[1.6391309, 1.17115298]",1.40514194,0,0.0,"[1, 1]"
16,1,3,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20730.0,1295.625,[2100.0],2100.0,[0.01342176],0.01342176,0,0.0,[4]
17,1,2,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1424.5457930007447, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19319.545793000747,1287.969719533383,[3651.058162981026],3651.058162981026,[0.23655755999999997],0.23655755999999997,0,0.0,[1]
18,0,0,"[1425.0, 735.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",19320.0,1288.0,[],0.0,[],0.0,0,0.0,[]
19,2,3,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",20010.0,1250.625,"[3345.9267742038655, 4399.298489232451]",3872.6126317181584,"[4.358298339999999, 2.73342354]",3.54586094,1,50.0,"[4, 1]"
20,2,2,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",20010.0,1250.625,"[1483.1000632751263, 4912.716726966188]",3197.908395120657,"[0.14875783999999997, 1.9690840399999998]",1.05892094,1,50.0,"[10, 1]"
21,2,2,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1424.5457930007447, 1425.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 795.0, 1515.0]",18599.545793000747,1162.4716120625467,"[5063.966413893724, 2348.567158299552]",3706.266786096638,"[0.503316, 0.08053052]",0.29192326,1,50.0,"[2, 9]"
22,0,0,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1424.5457930007447, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 795.0, 1515.0]",18599.545793000747,1162.4716120625467,[],0.0,[],0.0,0,0.0,[]
23,1,1,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18600.0,1162.5,[4326.123492456008],4326.123492456008,[0.5052733399999999],0.5052733399999999,1,100.0,[4]
24,0,0,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1424.5457930007447, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18599.545793000747,1162.4716120625467,[],0.0,[],0.0,0,0.0,[]
25,1,1,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18600.0,1162.5,[6860.123767098747],6860.123767098747,[1.6075353799999998],1.6075353799999998,1,100.0,[1]
26,1,0,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1424.5457930007447, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0]",18599.545793000747,1239.969719533383,[5084.64549721572],5084.64549721572,[0.1608506466666666],0.1608506466666666,0,0.0,[5]
27,1,0,"[735.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 1515.0]",17880.0,1277.142857142857,[4822.661299709612],4822.661299709612,[1.2033448733333332],1.2033448733333332,1,100.0,[6]
28,2,4,"[735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 795.0, 795.0, 795.0, 1515.0, 1515.0]",19260.0,1284.0,"[5222.392970070054, 1374.6132761449408]",3298.5031231074972,"[0.223696, 0.024746253333333326]",0.12422112666666667,2,100.0,"[6, 15]"
29,2,3,"[735.0, 735.0, 1424.5457930007447, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19289.545793000747,1205.5966120625467,"[7767.973028842565, 2885.794268997071]",5326.883648919818,"[5.43609652, 0.03425314666666666]",2.7351748333333337,2,100.0,"[2, 13]"
30,1,2,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1248.75,[4774.3721119884685],4774.3721119884685,[0.05172964000000001],0.05172964000000001,1,100.0,[10]
31,3,3,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1248.75,"[3399.24997414289, 4459.33426872875, 3366.477073203324]",3741.6871053583213,"[0.017773000000000004, 0.35092309999999993, 0.01761606]",0.12877071999999998,3,100.0,"[13, 11, 13]"
32,1,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1205.625,[4743.6995135112675],4743.6995135112675,[0.19964872],0.19964872,1,100.0,[11]
33,0,0,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1424.5457930007447, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19289.545793000747,1205.5966120625467,[],0.0,[],0.0,0,0.0,[]
34,2,2,"[1425.0, 1425.0, 1425.0, 735.0, 1425.0, 735.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",18570.0,1160.625,"[1568.8581606620196, 802.4912948554248]",1185.6747277587222,"[0.14092810666666666, 0.12806589333333332]",0.13449699999999998,2,100.0,"[20, 21]"
35,1,1,"[1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 1515.0]",19259.471332836933,1203.7169583023083,[3904.5045711609755],3904.5045711609755,[0.035791359999999994],0.035791359999999994,1,100.0,[14]
36,1,1,"[1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1424.5457930007447, 735.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19979.545793000747,1248.7216120625467,[1945.9516118000854],1945.9516118000854,[0.0391468],0.0391468,1,100.0,[20]
37,1,1,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323]",20009.471332836933,1250.5919583023083,[4881.550581751505],4881.550581751505,[0.16106104],0.16106104,1,100.0,[14]
38,3,4,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",20040.0,1252.5,"[2412.4530990337485, 2146.884664933857, 2062.5470792586675]",2207.294947742091,"[0.28437335999999996, 0.09982436, 0.01761606]",0.13393792666666665,3,100.0,"[21, 21, 21]"
39,2,2,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323]",19319.471332836933,1207.4669583023083,"[1205.7131601957851, 841.7501294074508]",1023.7316448016179,"[0.06794730666666665, 0.06403294666666666]",0.06599012666666665,2,100.0,"[24, 25]"
40,0,0,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",19320.0,1207.5,[],0.0,[],0.0,0,0.0,[]
41,0,0,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0, 1514.4713328369323]",19318.942665673865,1207.4339166046166,[],0.0,[],0.0,0,0.0,[]
42,3,3,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",19290.0,1205.625,"[6242.703470084831, 4069.676426897804, 1005.3367425496077]",3772.572213177414,"[0.02684352, 0.017773000000000004, 0.17336434666666667]",0.07266028888888888,3,100.0,"[14, 20, 26]"
43,1,0,"[735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",18570.0,1238.0,[1143.9103603175683],1143.9103603175683,[0.035791359999999994],0.035791359999999994,1,100.0,[27]
44,1,2,"[735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 795.0, 1515.0, 795.0, 1514.4713328369323, 1515.0, 1515.0]",19259.471332836933,1203.7169583023083,[6929.01327332387],6929.01327332387,[0.28521260000000004],0.28521260000000004,1,100.0,[13]
45,1,1,"[735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1514.4713328369323, 1515.0]",19979.471332836933,1248.7169583023083,[1500.0000000000002],1500.0000000000002,[0.05704234666666666],0.05704234666666666,1,100.0,[27]
46,3,3,"[1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20670.0,1291.875,"[4241.582332480718, 4194.496223458506, 4871.874333116151]",4435.984296351792,"[0.019293639999999994, 0.06403294666666666, 0.037748699999999996]",0.04035842888888888,3,100.0,"[22, 22, 20]"
47,2,4,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20700.0,1293.75,"[2571.2560045126797, 6488.668009430071]",4529.962006971376,"[0.58384664, 0.14407410666666665]",0.3639603733333333,2,100.0,"[27, 17]"
48,1,1,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20700.0,1293.75,[5913.364390650883],5913.364390650883,[0.3271554],0.3271554,1,100.0,[19]
49,0,0,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20700.0,1293.75,[],0.0,[],0.0,0,0.0,[]
50,0,0,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1424.5457930007447, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20699.545793000747,1293.7216120625467,[],0.0,[],0.0,0,0.0,[]
51,0,0,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20700.0,1293.75,[],0.0,[],0.0,0,0.0,[]
52,1,0,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20010.0,1334.0,[2768.2771832177446],2768.2771832177446,[0.04220168],0.04220168,1,100.0,[29]
53,3,3,"[1425.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20010.0,1429.2857142857142,"[5600.191998388934, 2535.7432278305487, 4361.945398486179]",4165.96020823522,"[0.2181036, 0.08053052, 0.012862426666666664]",0.10383218222222222,3,100.0,"[24, 30, 26]"
54,1,1,"[1425.0, 735.0, 1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20010.0,1429.2857142857142,[5602.302883304001],5602.302883304001,[0.28521260000000004],0.28521260000000004,1,100.0,[24]
55,0,2,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",21390.0,1336.875,[],0.0,[],0.0,0,0.0,[]
56,2,2,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1514.4713328369323]",21359.471332836933,1334.9669583023083,"[3042.2649650526337, 4184.346707910708]",3613.3058364816707,"[0.0447392, 0.15938323999999995]",0.10206121999999998,2,100.0,"[31, 29]"
57,0,0,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",21360.0,1335.0,[],0.0,[],0.0,0,0.0,[]
58,1,0,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",21360.0,1424.0,[4710.8282879033795],4710.8282879033795,[0.0803208],0.0803208,1,100.0,[29]
59,2,3,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1514.4713328369323, 1515.0]",21359.471332836933,1334.9669583023083,"[1532.7829962167643, 3699.431145906207]",2616.107071061486,"[0.07549739999999999, 0.03837768]",0.056937539999999995,2,100.0,"[38, 32]"
60,2,2,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20670.0,1291.875,"[2024.739004772706, 1002.9389922116603]",1513.8389984921832,"[0.023697333333333338, 0.02852117333333333]",0.026109253333333332,2,100.0,"[38, 40]"
61,1,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20670.0,1291.875,[4470.999133384236],4470.999133384236,[0.41607456],0.41607456,1,100.0,[32]
62,0,0,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0]",20670.0,1291.875,[],0.0,[],0.0,0,0.0,[]
63,1,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",21390.0,1336.875,[4652.937080416888],4652.937080416888,[0.011848666666666669],0.011848666666666669,1,100.0,[32]
64,2,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",21390.0,1426.0,"[4516.100336584765, 1387.3975020156859]",2951.748919300225,"[0.07738479999999999, 0.051450026666666655]",0.06441741333333333,2,100.0,"[33, 43]"
65,2,3,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 1515.0, 1515.0, 1515.0, 1515.0]",21419.471332836933,1338.7169583023083,"[1046.453539836941, 6285.71611761838]",3666.0848287276604,"[0.035791359999999994, 0.0]",0.017895679999999997,2,100.0,"[44, 30]"
66,1,2,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0]",22140.0,1383.75,[5610.483699543443],5610.483699543443,[0.1342176],0.1342176,1,100.0,[33]
67,1,1,"[1425.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0, 1515.0, 1515.0, 1515.0]",21449.471332836933,1340.5919583023083,[3387.473839464641],3387.473839464641,[0.10345928000000001],0.10345928000000001,1,100.0,[40]
68,3,3,"[735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20730.0,1295.625,"[6569.102790298811, 9033.708089459817, 2218.1479473440518]",5940.319609034227,"[0.15518892, 0.28521260000000004, 0.16106104]",0.20048752000000003,3,100.0,"[32, 26, 43]"
69,1,0,"[735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20040.0,1336.0,[2804.0024308324214],2804.0024308324214,[0.09604941999999998],0.09604941999999998,1,100.0,[42]
70,3,2,"[1425.0, 735.0, 735.0, 1424.5457930007447, 1425.0, 1425.0, 735.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19289.545793000747,1377.8246995000534,"[4168.903016912876, 1894.1385709310064, 1305.263622532941]",2456.1017367922746,"[0.046696253333333326, 0.19461554666666667, 0.03837768]",0.09322982666666667,3,100.0,"[41, 46, 47]"
71,0,1,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1332.0,[],0.0,[],0.0,0,0.0,[]
72,2,2,"[1425.0, 1425.0, 735.0, 1424.5457930007447, 1425.0, 1425.0, 735.0, 735.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19289.545793000747,1285.969719533383,"[988.25164764451, 3854.671913645333]",2421.4617806449214,"[0.009646819999999997, 0.15518892]",0.08241787,2,100.0,"[49, 43]"
73,0,0,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 735.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1286.0,[],0.0,[],0.0,0,0.0,[]
74,0,0,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 735.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1286.0,[],0.0,[],0.0,0,0.0,[]
75,1,1,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 735.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20010.0,1334.0,[6185.2622301162455],6185.2622301162455,[0.18371020000000005],0.18371020000000005,1,100.0,[39]
76,2,4,"[1425.0, 1425.0, 735.0, 1425.0, 1424.5457930007447, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20669.545793000747,1377.969719533383,"[217.31930806050977, 4704.6670225468515]",2460.9931653036806,"[0.030338586666666664, 0.08053052]",0.05543455333333333,2,100.0,"[54, 43]"
77,3,4,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19290.0,1286.0,"[2399.9999999999995, 3358.828320536023, 6578.559465245882]",4112.462595260635,"[0.04026528, 0.14973654, 0.05054119999999999]",0.08018100666666665,3,100.0,"[49, 47, 40]"
78,0,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 1515.0]",19979.471332836933,1248.7169583023083,[],0.0,[],0.0,0,0.0,[]
79,1,1,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19980.0,1248.75,[3495.7186082847793],3495.7186082847793,[0.0740993],0.0740993,1,100.0,[49]
80,3,3,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",20670.0,1291.875,"[3899.9999999999995, 2245.837319885171, 2732.090927572093]",2959.3094158190875,"[0.00782933333333333, 0.13163070666666665, 0.07549739999999999]",0.07165247999999999,3,100.0,"[48, 51, 50]"
81,0,1,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 1515.0]",21359.471332836933,1334.9669583023083,[],0.0,[],0.0,0,0.0,[]
82,0,0,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",21360.0,1335.0,[],0.0,[],0.0,0,0.0,[]
83,1,1,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",21360.0,1335.0,[1846.7591877578075],1846.7591877578075,[0.019293639999999994],0.019293639999999994,1,100.0,[55]
84,4,4,"[1425.0, 1425.0, 1425.0, 1425.0, 1424.5457930007447, 1425.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 1515.0]",19949.545793000747,1246.8466120625467,"[4689.478313313783, 5502.829590925334, 2255.9322535942147, 983.9809983235174]",3358.055289039212,"[0.0503316, 0.0, 0.0, 0.019992706666666665]",0.017581076666666667,4,100.0,"[49, 47, 55, 58]"
85,1,1,"[1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 1514.4713328369323, 795.0]",19229.471332836933,1201.8419583023083,[6188.563499747703],6188.563499747703,[0.15546871999999998],0.15546871999999998,1,100.0,[46]
