interval,selection,decision,schedule,schedulingtime
27,[],"[(5, 4), (9, 8), (13, 6), (14, 15)]","[(0, 3), (1, 6), (2, 10), (3, 12), (4, 2), (None, None), (6, 14), (7, 1), (8, 4), (9, 8), (10, 10), (11, 4), (12, 0), (13, 6), (14, 15), (15, 6)]",0.010942697525024414
28,[],"[(0, 3), (3, 12), (5, 12)]","[(0, 3), (1, 6), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (8, 4), (9, 8), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.01134490966796875
29,[],[],"[(0, 3), (1, 6), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (8, 4), (9, 8), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.01024937629699707
30,[],"[(9, 14)]","[(0, 3), (1, 6), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (8, 4), (None, None), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.010367155075073242
31,[],"[(1, 6), (9, 1), (14, 5)]","[(0, 3), (None, None), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (8, 4), (9, 1), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.0104217529296875
32,[],"[(1, 6)]","[(0, 3), (None, None), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (8, 4), (9, 1), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.014356136322021484
33,[],"[(1, 6), (8, 14)]","[(0, 3), (1, 6), (2, 10), (3, 12), (4, 2), (5, 12), (6, 14), (7, 1), (None, None), (9, 1), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.011393308639526367
34,[],"[(2, 12), (7, 9), (8, 10)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 14), (7, 9), (None, None), (9, 1), (10, 10), (11, 4), (12, 0), (13, 6), (14, 5), (15, 6)]",0.010694742202758789
35,[],"[(6, 8), (7, 0), (8, 13), (10, 7), (11, 0), (13, 2)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 13), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 5), (15, 6)]",0.011564016342163086
36,[],[],"[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 13), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 5), (15, 6)]",0.01009225845336914
37,[],[],"[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 13), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 5), (15, 6)]",0.010751485824584961
38,[],[],"[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 13), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 5), (15, 6)]",0.010983467102050781
39,[],"[(8, 11)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 11), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 5), (15, 6)]",0.010807275772094727
40,[],"[(14, 9)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 11), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 9), (15, 6)]",0.012296438217163086
41,[],[],"[(0, 3), (1, 6), (2, 12), (3, 12), (4, 2), (5, 12), (6, 8), (7, 9), (8, 11), (9, 1), (10, 7), (11, 0), (12, 0), (13, 2), (14, 9), (15, 6)]",0.010001182556152344
42,[],"[(4, 14), (13, 6), (15, 9)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 11), (9, 1), (10, 7), (11, 0), (12, 0), (None, None), (14, 9), (15, 9)]",0.011300802230834961
43,[],"[(9, 14), (10, 7), (13, 6)]","[(0, 3), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 11), (9, 14), (10, 7), (11, 0), (12, 0), (None, None), (14, 9), (15, 9)]",0.010921239852905273
44,[],"[(0, 15), (10, 7), (13, 5)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 11), (9, 14), (10, 7), (11, 0), (12, 0), (13, 5), (14, 9), (15, 9)]",0.010640859603881836
45,[],"[(8, 13), (12, 10)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 13), (9, 14), (10, 7), (11, 0), (12, 10), (13, 5), (14, 9), (15, 9)]",0.010359764099121094
46,[],"[(8, 10), (11, 9)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 7), (None, None), (12, 10), (13, 5), (14, 9), (15, 9)]",0.010727167129516602
47,[],"[(11, 7)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 7), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.010882854461669922
48,[],"[(1, 8), (10, 15)]","[(0, 15), (None, None), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 15), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.01046442985534668
49,[],"[(1, 6)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 15), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.01256561279296875
50,[],[],"[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 15), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.010274887084960938
51,[],"[(12, 10)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 8), (7, 9), (8, 10), (9, 14), (10, 15), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.01048898696899414
52,[],"[(6, 14), (10, 10), (13, 8)]","[(0, 15), (1, 6), (2, 12), (3, 12), (4, 14), (5, 12), (6, 14), (7, 9), (8, 10), (9, 14), (10, 10), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.022376060485839844
53,[],"[(3, 2), (5, 14), (10, 7)]","[(0, 15), (1, 6), (2, 12), (3, 2), (4, 14), (None, None), (6, 14), (7, 9), (8, 10), (9, 14), (10, 7), (11, 7), (12, 10), (13, 5), (14, 9), (15, 9)]",0.011462926864624023
54,[],"[(2, 12), (3, 11), (5, 14), (7, 11), (13, 6)]","[(0, 15), (1, 6), (2, 12), (3, 11), (4, 14), (None, None), (6, 14), (7, 11), (8, 10), (9, 14), (10, 7), (11, 7), (12, 10), (13, 6), (14, 9), (15, 9)]",0.016692161560058594
55,[],"[(5, 4), (8, 0)]","[(0, 15), (1, 6), (2, 12), (3, 11), (4, 14), (5, 4), (6, 14), (7, 11), (8, 0), (9, 14), (10, 7), (11, 7), (12, 10), (13, 6), (14, 9), (15, 9)]",0.010432720184326172
56,[],"[(1, 6), (11, 13)]","[(0, 15), (None, None), (2, 12), (3, 11), (4, 14), (5, 4), (6, 14), (7, 11), (8, 0), (9, 14), (10, 7), (11, 13), (12, 10), (13, 6), (14, 9), (15, 9)]",0.011408090591430664
57,[],"[(1, 15), (12, 14), (14, 15)]","[(0, 15), (1, 15), (2, 12), (3, 11), (4, 14), (5, 4), (6, 14), (7, 11), (8, 0), (9, 14), (10, 7), (11, 13), (None, None), (13, 6), (None, None), (15, 9)]",0.011561393737792969
58,[],"[(10, 7), (12, 10), (14, 13), (15, 11)]","[(0, 15), (1, 5), (2, 12), (3, 11), (4, 14), (5, 4), (6, 14), (7, 11), (8, 0), (9, 14), (10, 7), (11, 13), (12, 10), (13, 6), (14, 13), (15, 11)]",0.010824918746948242
59,[],"[(1, 6), (6, 9)]","[(0, 15), (1, 5), (2, 12), (3, 11), (4, 14), (5, 4), (6, 9), (7, 11), (8, 0), (9, 14), (10, 7), (11, 13), (12, 10), (13, 6), (14, 13), (15, 11)]",0.0104217529296875
60,[],"[(1, 6)]","[(0, 15), (1, 5), (2, 12), (3, 11), (4, 14), (5, 4), (6, 5), (7, 11), (8, 0), (9, 14), (10, 7), (11, 13), (12, 10), (13, 6), (14, 13), (15, 11)]",0.010262727737426758
61,[],"[(1, 6), (3, 12), (6, 14), (11, 1)]","[(0, 15), (1, 5), (2, 12), (None, None), (4, 14), (5, 4), (6, 5), (7, 11), (8, 0), (9, 14), (10, 7), (11, 1), (12, 10), (13, 6), (14, 13), (15, 11)]",0.012974977493286133
62,[],"[(1, 6), (3, 11), (6, 7), (10, 4), (12, 13)]","[(0, 15), (1, 6), (2, 12), (None, None), (4, 14), (5, 4), (6, 7), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 13), (15, 11)]",0.015164375305175781
63,[],"[(3, 11), (8, 0)]","[(0, 15), (1, 6), (2, 12), (None, None), (4, 14), (5, 4), (6, 7), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 13), (15, 11)]",0.010780811309814453
64,[],"[(0, 3), (1, 6), (3, 8), (7, 11)]","[(0, 3), (None, None), (2, 12), (3, 8), (4, 14), (5, 4), (6, 7), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 13), (15, 11)]",0.011110305786132812
65,[],"[(1, 6), (14, 15)]","[(0, 3), (None, None), (2, 12), (3, 8), (4, 14), (5, 4), (6, 7), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 15), (15, 11)]",0.010515451431274414
66,[],"[(1, 6)]","[(0, 3), (None, None), (2, 12), (3, 8), (4, 14), (5, 4), (6, 7), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 15), (15, 11)]",0.01214456558227539
67,[],"[(1, 6), (6, 9)]","[(0, 3), (None, None), (2, 12), (3, 8), (4, 14), (5, 4), (6, 9), (7, 11), (8, 0), (9, 14), (10, 4), (11, 1), (12, 13), (13, 6), (14, 15), (15, 11)]",0.012076139450073242
68,[],"[(1, 6), (3, 11), (4, 2), (10, 7), (11, 15), (12, 14), (13, 15)]","[(0, 3), (None, None), (2, 12), (3, 11), (4, 2), (5, 4), (6, 9), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (None, None), (13, 6), (14, 15), (15, 11)]",0.01131129264831543
69,[],"[(1, 6), (12, 15)]","[(0, 3), (None, None), (2, 12), (3, 11), (4, 2), (5, 4), (6, 9), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (None, None), (13, 6), (14, 15), (15, 11)]",0.010638236999511719
70,[],"[(1, 6), (5, 14), (10, 3), (12, 14), (13, 15)]","[(0, 3), (None, None), (2, 12), (3, 11), (4, 2), (None, None), (6, 9), (7, 11), (8, 0), (9, 14), (10, 3), (11, 15), (None, None), (13, 6), (14, 15), (15, 11)]",0.010899066925048828
71,[],"[(1, 6), (5, 5), (12, 4)]","[(0, 3), (1, 6), (2, 12), (3, 11), (4, 2), (5, 5), (6, 9), (7, 11), (8, 0), (9, 14), (10, 3), (11, 15), (12, 4), (13, 6), (14, 15), (15, 11)]",0.011220693588256836
72,[],"[(3, 11), (9, 14), (10, 7), (12, 14), (13, 15)]","[(0, 3), (1, 6), (2, 12), (None, None), (4, 2), (5, 5), (6, 9), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 4), (None, None), (14, 15), (15, 11)]",0.020055770874023438
73,[],"[(3, 12), (12, 14), (13, 15), (15, 15)]","[(0, 3), (1, 6), (2, 12), (None, None), (4, 2), (5, 5), (6, 9), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (None, None), (14, 15), (None, None)]",0.011039495468139648
74,[],"[(3, 1), (6, 0), (13, 9), (15, 8)]","[(0, 3), (1, 6), (2, 12), (3, 1), (4, 2), (5, 5), (None, None), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.011361122131347656
75,[],"[(1, 7), (4, 14), (5, 4), (6, 11)]","[(0, 3), (1, 7), (2, 12), (3, 1), (4, 14), (5, 4), (None, None), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.012265682220458984
76,[],"[(6, 14)]","[(0, 3), (1, 7), (2, 12), (3, 1), (4, 14), (5, 4), (None, None), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.014227867126464844
77,[],"[(5, 14), (6, 14)]","[(0, 3), (1, 7), (2, 12), (3, 1), (4, 14), (None, None), (None, None), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.01163935661315918
78,[],"[(5, 8), (6, 6)]","[(0, 3), (1, 7), (2, 12), (3, 1), (4, 14), (5, 8), (6, 6), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.010545015335083008
79,[],[],"[(0, 3), (1, 7), (2, 12), (3, 1), (4, 14), (5, 8), (6, 6), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.010055065155029297
80,[],"[(0, 15), (4, 13), (12, 14)]","[(None, None), (1, 7), (2, 12), (3, 1), (4, 13), (5, 8), (6, 6), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (None, None), (13, 9), (14, 15), (15, 8)]",0.011280059814453125
81,[],"[(0, 15), (1, 6), (2, 10), (12, 14)]","[(None, None), (1, 6), (2, 10), (3, 1), (4, 13), (5, 8), (6, 6), (7, 11), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.014481782913208008
82,[],"[(0, 3), (7, 8)]","[(0, 3), (1, 6), (2, 10), (3, 1), (4, 13), (5, 8), (6, 6), (7, 8), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.01082921028137207
83,[],"[(6, 14), (10, 7)]","[(0, 3), (1, 6), (2, 10), (3, 1), (4, 13), (5, 8), (None, None), (7, 8), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (13, 9), (14, 15), (15, 8)]",0.011298656463623047
84,[],"[(4, 2), (6, 7), (13, 8), (15, 0)]","[(0, 3), (1, 6), (2, 10), (3, 1), (4, 2), (5, 8), (6, 7), (7, 8), (8, 0), (9, 14), (10, 7), (11, 15), (12, 14), (None, None), (14, 15), (None, None)]",0.01121211051940918
85,[],"[(8, 4), (12, 14), (13, 7), (14, 11), (15, 2)]","[(0, 3), (1, 6), (2, 10), (3, 1), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 15), (None, None), (13, 7), (14, 11), (15, 2)]",0.010892152786254883
86,[],"[(2, 11), (3, 8), (11, 4), (12, 2)]","[(0, 3), (1, 6), (2, 11), (None, None), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (None, None), (13, 7), (14, 11), (15, 2)]",0.014876127243041992
87,[],"[(2, 8), (3, 9), (12, 14)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (None, None), (13, 7), (14, 11), (15, 2)]",0.016091585159301758
88,[],"[(2, 10), (12, 14)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (None, None), (13, 7), (14, 11), (15, 2)]",0.010434389114379883
89,[],"[(12, 10), (14, 9)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.01910710334777832
90,[],"[(2, 10)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.011269092559814453
91,[],"[(0, 15), (2, 10)]","[(0, 15), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 14), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.010911941528320312
92,[],"[(9, 8)]","[(0, 15), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.010031938552856445
93,[],[],"[(0, 15), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.011522769927978516
94,[],"[(0, 3), (2, 10)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 7), (11, 4), (12, 10), (13, 7), (14, 9), (15, 2)]",0.01703953742980957
95,[],"[(1, 6), (2, 10), (10, 3), (11, 8)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (13, 7), (14, 9), (15, 2)]",0.010837316513061523
96,[],[],"[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (13, 7), (14, 9), (15, 2)]",0.05961155891418457
97,[],[],"[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 8), (6, 7), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (13, 7), (14, 9), (15, 2)]",0.01389002799987793
98,[],"[(5, 14)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 14), (6, 7), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (13, 7), (14, 9), (15, 2)]",0.011374473571777344
99,[],"[(3, 8), (6, 9)]","[(0, 3), (1, 6), (2, 11), (3, 9), (4, 2), (5, 14), (None, None), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (13, 7), (14, 9), (15, 2)]",0.011494636535644531
100,[],"[(2, 11), (3, 11), (6, 14), (13, 8)]","[(0, 3), (1, 6), (2, 11), (3, 11), (4, 2), (5, 14), (6, 14), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (None, None), (14, 9), (15, 2)]",0.02483224868774414
101,[],"[(13, 10), (14, 11)]","[(0, 3), (1, 6), (2, 11), (3, 11), (4, 2), (5, 14), (6, 14), (7, 8), (8, 4), (9, 8), (10, 3), (11, 8), (12, 10), (None, None), (14, 11), (15, 2)]",0.010532855987548828
